,subject,sentence,output
1893,Republican,The Republican lawmaker received 26 months for conspiracy to commit insider trading and an additional 26 months for lying to the F.B.I. Both sentences will be served concurrently.,NEGATIVE
1894,Republican,It is Republicans.,NEUTRAL
1895,Republican,"The probability of cyberattacks in our elections is all but certain, and Republicans across multiple states refuse to act despite proven vulnerabilities in voting machines and registration infrastructure.",NEGATIVE
1896,Trump,It`s another dramatic week in Washington with the official launch of the Senate`s impeachment trial of Donald Trump.,NEUTRAL
1897,Trump,"During 2016, during the election, President Trump repeatedly said, ""What do black voters have to lose by voting for him?""",NEUTRAL
1898,Trump,"But the truth of the matter, as Mimi said, what Donald Trump has done is exactly what the founders envisioned when they talked about impeachment, not only a high crime and misdemeanor, but the founders talked about a President who might have an allegiance to another country and who might use that allegiance to somehow sway an election.",NEGATIVE
1899,Trump,"And from here on out, Donald Trump will wear the stain of impeachment.",NEGATIVE
1900,Trump,"Apparently a lot because a new poll by ""The Washington Post"" asked black voters, whether they believe President Trump is a racist?",NEUTRAL
1901,Trump, I don`t think President Trump is quite honestly concerned with women and minority voters.,NEGATIVE
1902,Senate,"So as that relates to witnesses, we`re getting it`s getting more and more clear, that if the Senate somehow ends up calling people like John Bolton or calling some of the witnesses the Democrats have been demanding from hearing from, the White House reserves the right and they`re strongly hinting that they will try to do the same thing with either the whistleblower or either of the Bidens.",NEUTRAL
1903,Senate,It`s another dramatic week in Washington with the official launch of the Senate`s impeachment trial of Donald Trump.,NEUTRAL
1904,Senate,That is right now currently before the United States Senate.,NEUTRAL
1905,Bernie Sanders,Joe Biden and Bernie Sanders sit atop most 2020 polls.,NEUTRAL
1906,Bernie Sanders,"If we are going to talk about facts, the fact is while many of us, me included, were protesting this bill, Bernie Sanders voted for the bill you attacked Joe Biden of.",NEGATIVE
1907,Bernie Sanders,And Senator Bernie Sanders has the most comprehensive criminal reform policies of any candidate.,POSITIVE
1908,Bernie Sanders,"So my op-ed is laying bear the facts of the case, record to record, comparing Senator Bernie Sanders` record to that of Vice President Biden.",NEUTRAL
1909,Bernie Sanders,"But Sanders` 2020 campaign co-chair is out with an op-ed today making the argument that, quote, Bernie Sanders has always stood up for African- Americans, and Joe Biden has repeatedly let us down.",POSITIVE
1910,Bernie Sanders,"And in the next paragraph, you called Bernie Sanders, quote, one of the leading dissenters to that agenda.",NEUTRAL
1911,Bernie Sanders,"It shows Bernie Sanders in first place, Elizabeth Warren in second, followed by Pete Buttigieg and Joe Biden.",NEUTRAL
1912,Bernie Sanders,"And when it comes to electability, Senator Bernie Sanders is the best positioned.",POSITIVE
1913,Bernie Sanders,But Bernie Sanders voted for the infamous 1994 crime bill.,NEGATIVE
1914,Bernie Sanders,"In 1991, Senator Bernie Sanders voted against the crime bill.",NEUTRAL
1915,Joe Biden,"In your op-ed, you take Joe Biden to task for his involvement in drafting and voting to pass the, quote, tough on crime legislation that  targeted black communities.",NEGATIVE
1916,Joe Biden,Joe Biden is still running away with the black vote with 48 percent of respondents saying he`s their first choice to be the nominee.,POSITIVE
1917,Joe Biden," And I`ve raised the question, do you risk it looking like that you`re trying to tear Biden down, not just contrast candidates because he is a direct contrast, I say attack, on Joe Biden rather than here`s my clean glass, here are the other candidates` glasses.",NEGATIVE
1918,Joe Biden,Joe Biden and Bernie Sanders sit atop most 2020 polls.,NEUTRAL
1919,Joe Biden,"But Sanders` 2020 campaign co-chair is out with an op-ed today making the argument that, quote, Bernie Sanders has always stood up for African- Americans, and Joe Biden has repeatedly let us down.",NEGATIVE
1920,Democratic,"The Democratic Party is going to continue to be the party of civil rights, the party of inclusion.",POSITIVE
1921,Senate," Now, if Speaker Pelosi meets with the Democratic caucus on the House on Tuesday and they pass the two articles of impeachment up Wednesday, what kind of time does the Democrats in the Senate have to prepare for trial?",NEUTRAL
1922,Senate,"But I think that the Democrats, and in particular Nancy Pelosi, keep reminding people that the Senate does not want to allow witnesses to testify.",NEGATIVE
1923,Senate,"If there are debates that are conflicting, for instance, Friday the 7th of February is the New Hampshire debate, and if the Senate is in trial, then we will have to figure out a plan B to reschedule that debate so that all the candidates can make it.",NEUTRAL
1924,I`m,I`m out of time.,NEUTRAL
1925,I`m,And I`m confident voters will understand that.,POSITIVE
1926,I`m,So I`m glad we`re having this conversation.,POSITIVE
1927,I`m,And I`m just so grateful we have so many great candidates who are running against President Trump.,POSITIVE
1928,I`m," I`m out of time, but I must ask you this.",NEUTRAL
1929,I`m,I`m a huge fan of hers.,POSITIVE
1930,I`m," I`ve been very impressed with the conviction and the determination of our candidates, and those who are still eligible for debates, so I`m very optimistic that we will choose the right person.",POSITIVE
1931,I`m,"But I`m saying if it becomes a longer trial, could it affect future debates?",NEUTRAL
1932,I`m,I`m sorry.,NEUTRAL
1933,I`m,So I`m hopeful that there are four Republican senators who recognize that this is their constitutional duty.,NEUTRAL
1934,I`m, I`m getting to 1994.,NEUTRAL
1935,Senate," Joe, what about somebody in the Republican Senate saying, this is just a patriotic thing to do?",NEUTRAL
1936,Senate,"to say that on a wing and a prayer does not speak well for this Congress, this Senate and this president.",NEGATIVE
1937,Senate,"Another programming note later tonight, Senate Democratic Leader Chuck Schumer is holding a news conference live.",NEUTRAL
1938,Republicans,Republicans will win Virginia in 2020.,POSITIVE
1939,Republicans,The Republicans have been criticizing Governor Northam for declaring a ban on firearms in Capitol Square for the rally on Monday.,NEUTRAL
1940,Republicans,And so there`s a possibility to get three or four Republicans that peel off and join with Democrats to say that we need to hear from witnesses.,NEUTRAL
1941,Republicans,"Joe Watkins, if in fact you only need 51votes, which would mean all of the Democrats and just four Republicans, and you can`t get 51 votes to say, yes, we want to call witnesses, would that politically -- you`re the Republican on the panel tonight, would that politically hurt some of the Republicans in the Senate that are running for re-election, Lamar Alexander, Susan Collins, Ernst, Gardner, Doug Jones, McSally, Murkowski, Mitt Romney, some of whom are in some very tight races?",NEUTRAL
1942,Republicans,and we know what game he`s playing here to give the Republicans cover.,NEGATIVE
1943,Republicans,"But he concedes that Senate Republicans` actions up until now, up to this point, have made that outcome highly unlikely and Schiff finds it ludicrous.(BEGIN VIDEO CLIP)",NEGATIVE
